,gene_id,gene_type,gene_name
1175509,ENSMUSG00000081451.1,processed_pseudogene,Gm12734
1175512,ENSMUSG00000082646.1,processed_pseudogene,Gm12732
1175515,ENSMUSG00000081543.1,processed_pseudogene,Gm12733
1175518,ENSMUSG00000077442.1,snoRNA,Gm23132
1175521,ENSMUSG00000037857.16,protein_coding,Nufip2
1175555,ENSMUSG00000000724.10,protein_coding,Cryba1
1175577,ENSMUSG00000081924.1,processed_pseudogene,Gm11191
1175582,ENSMUSG00000000631.20,protein_coding,Myo18a
1176846,ENSMUSG00000069804.2,protein_coding,Gm10277
1176854,ENSMUSG00000017453.4,protein_coding,Pipox
1176885,ENSMUSG00000055045.5,lincRNA,Gm11190
1176890,ENSMUSG00000000632.13,protein_coding,Sez6
1177061,ENSMUSG00000037791.15,protein_coding,Phf12
1177180,ENSMUSG00000087050.1,antisense,Dhrs13os
1177184,ENSMUSG00000020834.17,protein_coding,Dhrs13
1177235,ENSMUSG00000061981.14,protein_coding,Flot2
1177361,ENSMUSG00000065401.1,miRNA,Mir144
1177364,ENSMUSG00000104813.1,miRNA,Mir451b
1177367,ENSMUSG00000070065.1,miRNA,Mir451a
1177370,ENSMUSG00000020832.14,protein_coding,Eral1
1177410,ENSMUSG00000037750.16,protein_coding,Fam222b
1177444,ENSMUSG00000060727.4,processed_pseudogene,Gm12571
1177447,ENSMUSG00000017386.10,protein_coding,Traf4
1177480,ENSMUSG00000017405.14,protein_coding,Nek8
1177572,ENSMUSG00000019437.17,protein_coding,Tlcd1
1177650,ENSMUSG00000099101.1,miRNA,Mir7653
1177653,ENSMUSG00000058546.8,protein_coding,Rpl23a
1177677,ENSMUSG00000064540.1,snoRNA,Snord42a
1177680,ENSMUSG00000077625.1,snoRNA,Snord4a
1177683,ENSMUSG00000065676.1,snoRNA,Snord42b
1177686,ENSMUSG00000002059.18,protein_coding,Rab34
1177827,ENSMUSG00000044122.14,protein_coding,Proca1
1177868,ENSMUSG00000002052.6,protein_coding,Supt6
1177968,ENSMUSG00000002064.10,protein_coding,Sdf2
1177987,ENSMUSG00000010277.7,protein_coding,2610507B11Rik
1178115,ENSMUSG00000086586.1,antisense,Gm11192
1178119,ENSMUSG00000037593.11,protein_coding,BC030499
1178179,ENSMUSG00000087295.1,processed_transcript,Gm3948
1178183,ENSMUSG00000002055.9,protein_coding,Spag5
1178279,ENSMUSG00000017390.15,protein_coding,Aldoc
1178342,ENSMUSG00000041958.10,protein_coding,Pigs
1178372,ENSMUSG00000002058.13,protein_coding,Unc119
1178432,ENSMUSG00000002057.4,protein_coding,Foxn1
1178456,ENSMUSG00000085747.1,antisense,Slc13a2os
1178463,ENSMUSG00000001095.5,protein_coding,Slc13a2
1178493,ENSMUSG00000086380.1,lincRNA,Gm11195
1178497,ENSMUSG00000020829.9,protein_coding,Slc46a1
1178528,ENSMUSG00000050132.13,protein_coding,Sarm1
1178586,ENSMUSG00000017344.4,protein_coding,Vtn
1178621,ENSMUSG00000001103.7,protein_coding,Sebox
1178644,ENSMUSG00000051232.13,protein_coding,Tmem199
1178674,ENSMUSG00000001100.10,protein_coding,Poldip2
1178742,ENSMUSG00000017615.12,protein_coding,Tnfaip1
1178781,ENSMUSG00000001105.15,protein_coding,Ift20
1178840,ENSMUSG00000037278.9,protein_coding,Tmem97
1178852,ENSMUSG00000083176.1,processed_pseudogene,D11Bhm181e
1178855,ENSMUSG00000089184.1,snoRNA,Gm22947
1178858,ENSMUSG00000017376.15,protein_coding,Nlk
1178904,ENSMUSG00000080180.3,processed_pseudogene,Gm17235
1178908,ENSMUSG00000082110.1,processed_pseudogene,Gm11196
1178911,ENSMUSG00000085115.1,processed_pseudogene,Gm11197
1178915,ENSMUSG00000049489.5,protein_coding,Ccnq
1178923,ENSMUSG00000080600.2,miRNA,Gm23840
1178926,ENSMUSG00000088748.1,snRNA,Gm23219
1178929,ENSMUSG00000072640.11,protein_coding,Lyrm9
1178956,ENSMUSG00000020826.8,protein_coding,Nos2
1179080,ENSMUSG00000001123.15,protein_coding,Lgals9
1179165,ENSMUSG00000018334.18,protein_coding,Ksr1
1179333,ENSMUSG00000085941.1,antisense,Gm11201
1179340,ENSMUSG00000081000.1,processed_pseudogene,Gm11200
1179343,ENSMUSG00000017677.11,protein_coding,Wsb1
1179434,ENSMUSG00000108822.1,lincRNA,Gm44787
1179441,ENSMUSG00000055072.2,protein_coding,Gm9964
1179449,ENSMUSG00000020716.16,protein_coding,Nf1
1179852,ENSMUSG00000082304.1,processed_pseudogene,Gm11198
1179855,ENSMUSG00000082529.1,processed_pseudogene,Gm11199
1179858,ENSMUSG00000091523.1,antisense,AU040972
1179864,ENSMUSG00000049612.10,protein_coding,Omg
1179874,ENSMUSG00000070354.13,protein_coding,Evi2
1179901,ENSMUSG00000093938.2,protein_coding,Evi2b
1179911,ENSMUSG00000078771.10,protein_coding,Evi2a
1179947,ENSMUSG00000017639.13,protein_coding,Rab11fip4
1179992,ENSMUSG00000064486.1,snRNA,Gm23293
1179995,ENSMUSG00000087434.1,antisense,Rab11fip4os1
1180000,ENSMUSG00000088879.1,snRNA,Gm25867
1180003,ENSMUSG00000077574.1,snRNA,Gm24887
1180006,ENSMUSG00000086569.1,antisense,Rab11fip4os2
1180014,ENSMUSG00000084969.1,lincRNA,Gm11205
1180019,ENSMUSG00000065395.1,miRNA,Mir193a
1180022,ENSMUSG00000065489.1,miRNA,Mir365-2
1180025,ENSMUSG00000086474.2,lincRNA,9130204K15Rik
1180041,ENSMUSG00000065283.1,snoRNA,Gm24454
1180044,ENSMUSG00000083395.1,processed_pseudogene,Gm11203
1180047,ENSMUSG00000082252.1,processed_pseudogene,Gm11204
1180050,ENSMUSG00000035575.11,protein_coding,Utp6
1180150,ENSMUSG00000017548.15,protein_coding,Suz12
1180261,ENSMUSG00000097335.1,lincRNA,Gm26563
1180270,ENSMUSG00000017561.16,protein_coding,Crlf3
1180373,ENSMUSG00000017550.14,protein_coding,Atad5
1180500,ENSMUSG00000046909.9,protein_coding,Tefm
1180532,ENSMUSG00000020709.15,protein_coding,Adap2
1180575,ENSMUSG00000086507.1,antisense,Adap2os
1180580,ENSMUSG00000020707.6,protein_coding,Rnf135
1180600,ENSMUSG00000017686.17,protein_coding,Rhot1
1180860,ENSMUSG00000017692.8,protein_coding,Rhbdl3
1180890,ENSMUSG00000057181.15,protein_coding,5730455P16Rik
1180960,ENSMUSG00000017421.18,protein_coding,Zfp207
1181187,ENSMUSG00000017428.16,protein_coding,Psmd11
1181455,ENSMUSG00000048895.13,protein_coding,Cdk5r1
1181470,ENSMUSG00000035441.14,protein_coding,Myo1d
1181578,ENSMUSG00000085078.1,sense_intronic,C030013C21Rik
1181583,ENSMUSG00000035413.8,protein_coding,Tmem98
1181603,ENSMUSG00000081663.1,processed_pseudogene,Gm11207
1181606,ENSMUSG00000086703.1,antisense,4930507D10Rik
1181611,ENSMUSG00000053184.15,protein_coding,Spaca3
1181644,ENSMUSG00000020704.13,protein_coding,Asic2
1181695,ENSMUSG00000082027.1,processed_pseudogene,Gm11416
1181699,ENSMUSG00000085130.1,antisense,Gm11417
1181704,ENSMUSG00000086971.1,antisense,4930527B05Rik
1181709,ENSMUSG00000080980.1,processed_pseudogene,1700071K01Rik
1181712,ENSMUSG00000087534.1,antisense,Gm11418
1181718,ENSMUSG00000020703.3,protein_coding,5530401A14Rik
1181737,ENSMUSG00000109297.1,lincRNA,Gm31522
1181745,ENSMUSG00000084996.1,lincRNA,Gm11419
1181750,ENSMUSG00000092157.1,protein_coding,Gm17268
1181756,ENSMUSG00000035385.5,protein_coding,Ccl2
1181771,ENSMUSG00000035373.2,protein_coding,Ccl7
1181783,ENSMUSG00000020676.2,protein_coding,Ccl11
1181795,ENSMUSG00000035352.3,protein_coding,Ccl12
1181811,ENSMUSG00000009185.2,protein_coding,Ccl8
1181823,ENSMUSG00000020702.13,protein_coding,Ccl1
1181858,ENSMUSG00000113710.1,lincRNA,Gm38577
1181861,ENSMUSG00000020701.12,protein_coding,Tmem132e
1181917,ENSMUSG00000065201.1,snRNA,Gm24612
1181920,ENSMUSG00000069796.3,lincRNA,Gm11426
1181925,ENSMUSG00000020698.11,protein_coding,Cct6b
1181992,ENSMUSG00000083203.1,processed_pseudogene,Gm11421
1181995,ENSMUSG00000083371.1,processed_pseudogene,Gm11422
1181998,ENSMUSG00000081828.1,processed_pseudogene,Gm11420
1182001,ENSMUSG00000046010.7,protein_coding,Zfp830
1182009,ENSMUSG00000085175.7,antisense,Gm11423
1182017,ENSMUSG00000020697.16,protein_coding,Lig3
1182365,ENSMUSG00000020696.18,protein_coding,Rffl
1182489,ENSMUSG00000018841.17,protein_coding,Rad51d
1182630,ENSMUSG00000018844.6,protein_coding,Fndc8
1182644,ENSMUSG00000020692.14,protein_coding,Nle1
1182721,ENSMUSG00000018845.14,protein_coding,Unc45b
1182864,ENSMUSG00000086058.1,processed_transcript,Unc45bos
1182868,ENSMUSG00000086327.2,antisense,Slfn5os
1182876,ENSMUSG00000054404.13,protein_coding,Slfn5
1182924,ENSMUSG00000082726.1,processed_pseudogene,Gm11424
1182927,ENSMUSG00000111857.1,lincRNA,1190001M18Rik
1182930,ENSMUSG00000069793.12,protein_coding,Slfn9
1182976,ENSMUSG00000098840.1,miRNA,Mir7679
1182979,ENSMUSG00000035208.16,protein_coding,Slfn8
1183053,ENSMUSG00000082419.3,processed_pseudogene,Gm11425
1183056,ENSMUSG00000072621.13,transcribed_unprocessed_pseudogene,Slfn10-ps
1183068,ENSMUSG00000098995.1,miRNA,Gm27598
1183071,ENSMUSG00000110908.1,processed_pseudogene,Gm48434
1183074,ENSMUSG00000072620.3,protein_coding,Slfn2
1183084,ENSMUSG00000111713.1,antisense,Gm20234
1183089,ENSMUSG00000111016.1,lincRNA,Gm48462
1183095,ENSMUSG00000078763.2,protein_coding,Slfn1
1183105,ENSMUSG00000111344.1,processed_pseudogene,Gm48467
1183108,ENSMUSG00000111168.1,processed_pseudogene,Gm48468
1183111,ENSMUSG00000111480.1,processed_pseudogene,Gm48469
1183114,ENSMUSG00000110941.1,processed_pseudogene,Gm48477
1183117,ENSMUSG00000111152.1,processed_pseudogene,Gm48490
1183120,ENSMUSG00000000204.16,protein_coding,Slfn4
1183172,ENSMUSG00000018986.10,protein_coding,Slfn3
1183201,ENSMUSG00000087107.8,processed_transcript,AI662270
1183216,ENSMUSG00000083161.2,transcribed_unprocessed_pseudogene,Gm11427
1183237,ENSMUSG00000064856.1,snRNA,Gm23444
1183240,ENSMUSG00000082101.3,protein_coding,Slfn14
1183256,ENSMUSG00000093483.1,processed_transcript,AA465934
1183275,ENSMUSG00000065715.1,snoRNA,Snord7
1183278,ENSMUSG00000018733.10,protein_coding,Pex12
1183351,ENSMUSG00000035152.14,protein_coding,Ap2b1
1183580,ENSMUSG00000077217.1,snoRNA,Gm23951
1183583,ENSMUSG00000020684.14,protein_coding,Rasl10b
1183636,ENSMUSG00000020686.12,protein_coding,Gas2l2
1183673,ENSMUSG00000035085.5,protein_coding,1700020L24Rik
1183692,ENSMUSG00000020682.17,protein_coding,Mmp28
1183781,ENSMUSG00000020680.15,protein_coding,Taf15
1183865,ENSMUSG00000018925.3,protein_coding,Heatr9
1183901,ENSMUSG00000065307.1,snRNA,Gm23247
1183904,ENSMUSG00000035042.2,protein_coding,Ccl5
1183919,ENSMUSG00000019122.8,protein_coding,Ccl9
1183938,ENSMUSG00000051832.7,processed_transcript,E230016K23Rik
1183955,ENSMUSG00000018927.3,protein_coding,Ccl6
1183976,ENSMUSG00000081906.2,protein_coding,Rpl9-ps1
1183985,ENSMUSG00000000982.5,protein_coding,Ccl3
1183997,ENSMUSG00000018930.3,protein_coding,Ccl4
1184009,ENSMUSG00000083664.1,unprocessed_pseudogene,Gm11433
1184013,ENSMUSG00000083932.1,processed_pseudogene,Gm11438
1184016,ENSMUSG00000081449.1,unprocessed_pseudogene,Gm11432
1184020,ENSMUSG00000080927.1,unprocessed_pseudogene,Gm11430
1184024,ENSMUSG00000083163.1,unprocessed_pseudogene,Gm11429
1184027,ENSMUSG00000069792.5,protein_coding,Wfdc17
1184039,ENSMUSG00000000983.13,protein_coding,Wfdc18
1184065,ENSMUSG00000051748.2,protein_coding,Wfdc21
1184077,ENSMUSG00000000976.13,protein_coding,Heatr6
1184156,ENSMUSG00000088631.1,rRNA,Gm22311
1184159,ENSMUSG00000081342.1,processed_pseudogene,Gm11434
1184162,ENSMUSG00000085235.1,lincRNA,Gm12576
1184166,ENSMUSG00000084666.1,misc_RNA,Gm23211
1184169,ENSMUSG00000020679.11,protein_coding,Hnf1b
1184259,ENSMUSG00000020677.7,protein_coding,Ddx52
1184301,ENSMUSG00000034940.15,protein_coding,Synrg
1184525,ENSMUSG00000018648.15,protein_coding,Dusp14
1184583,ENSMUSG00000018651.14,protein_coding,Tada2a
1184652,ENSMUSG00000020532.18,protein_coding,Acaca
1184968,ENSMUSG00000051452.8,protein_coding,Gm11437
1184988,ENSMUSG00000103122.1,TEC,Gm37391
1184991,ENSMUSG00000018697.14,protein_coding,Aatf
1185047,ENSMUSG00000018698.15,protein_coding,Lhx1
1185089,ENSMUSG00000087211.7,lincRNA,Lhx1os
1185106,ENSMUSG00000085044.1,lincRNA,1700109G15Rik
1185111,ENSMUSG00000087407.1,lincRNA,Gm11431
1185116,ENSMUSG00000018405.7,protein_coding,Mrm1
1185138,ENSMUSG00000034449.7,protein_coding,Dhrs11
1185171,ENSMUSG00000086799.1,processed_transcript,4930502E09Rik
1185176,ENSMUSG00000020530.14,protein_coding,Ggnbp2
1185424,ENSMUSG00000045140.8,protein_coding,Pigw
1185443,ENSMUSG00000020527.14,protein_coding,Myo19
1185594,ENSMUSG00000092644.1,miRNA,Gm23564
1185597,ENSMUSG00000020526.12,protein_coding,Znhit3
1185634,ENSMUSG00000000805.18,protein_coding,Car4
1185703,ENSMUSG00000000804.14,protein_coding,Usp32
1185859,ENSMUSG00000082917.1,processed_pseudogene,Gm11440
1185862,ENSMUSG00000083876.1,processed_pseudogene,Gm11439
1185865,ENSMUSG00000082806.1,processed_pseudogene,Rpl13-ps1
1185868,ENSMUSG00000065011.1,snRNA,Gm23506
1185871,ENSMUSG00000018479.12,protein_coding,1700125H20Rik
1185904,ENSMUSG00000018481.9,protein_coding,Appbp2
1185936,ENSMUSG00000080791.1,processed_pseudogene,Akirin1-ps
1185939,ENSMUSG00000085628.4,antisense,Appbp2os
1185948,ENSMUSG00000088136.1,misc_RNA,Gm22587
1185951,ENSMUSG00000020525.17,protein_coding,Ppm1d
1185980,ENSMUSG00000059439.15,protein_coding,Bcas3
1186388,ENSMUSG00000087779.1,snRNA,Gm23765
1186391,ENSMUSG00000086199.7,antisense,Bcas3os1
1186405,ENSMUSG00000093278.1,miRNA,Mir5110
1186408,ENSMUSG00000085514.1,antisense,Bcas3os2
1186413,ENSMUSG00000089508.1,rRNA,Gm23473
1186416,ENSMUSG00000087013.7,processed_transcript,2610027K06Rik
1186432,ENSMUSG00000000093.6,protein_coding,Tbx2
1186452,ENSMUSG00000069785.4,protein_coding,Gm11444
1186462,ENSMUSG00000000094.12,protein_coding,Tbx4
1186525,ENSMUSG00000081632.1,processed_pseudogene,Gm11443
1186528,ENSMUSG00000034329.16,protein_coding,Brip1
1186585,ENSMUSG00000080823.1,processed_pseudogene,Atp5l-ps2
1186588,ENSMUSG00000085208.3,antisense,Brip1os
1186600,ENSMUSG00000018068.13,protein_coding,Ints2
1186785,ENSMUSG00000034297.14,protein_coding,Med13
1186865,ENSMUSG00000088230.1,misc_RNA,Gm25427
1186868,ENSMUSG00000088091.1,rRNA,Gm23667
1186871,ENSMUSG00000064526.1,snRNA,Gm26439
1186874,ENSMUSG00000020521.7,protein_coding,Rnft1
1186907,ENSMUSG00000020516.15,protein_coding,Rps6kb1
1187013,ENSMUSG00000020513.15,protein_coding,Tubd1
1187121,ENSMUSG00000018171.9,protein_coding,Vmp1
1187183,ENSMUSG00000065455.1,miRNA,Mir21a
1187186,ENSMUSG00000083992.1,processed_pseudogene,Gm11478
1187189,ENSMUSG00000072582.9,protein_coding,Ptrh2
1187208,ENSMUSG00000047126.17,protein_coding,Cltc
1187372,ENSMUSG00000018425.18,protein_coding,Dhx40
1187443,ENSMUSG00000018427.7,protein_coding,Ypel2
1187459,ENSMUSG00000088816.1,scaRNA,Gm22387
1187462,ENSMUSG00000061666.6,protein_coding,Gdpd1
1187488,ENSMUSG00000085991.1,lincRNA,Gm11479
1187492,ENSMUSG00000020495.13,protein_coding,Smg8
1187517,ENSMUSG00000082507.1,processed_pseudogene,Gm9378
1187520,ENSMUSG00000020493.8,protein_coding,Prr11
1187546,ENSMUSG00000020492.11,protein_coding,Ska2
1187570,ENSMUSG00000065589.1,miRNA,Mir301
1187573,ENSMUSG00000085310.7,antisense,Gm11491
1187582,ENSMUSG00000018548.15,protein_coding,Trim37
1187675,ENSMUSG00000046442.4,protein_coding,Ppm1e
1187700,ENSMUSG00000080976.1,processed_pseudogene,Gm11490
1187703,ENSMUSG00000088001.1,snRNA,Gm22883
1187706,ENSMUSG00000007646.13,protein_coding,Rad51c
1187800,ENSMUSG00000010342.16,protein_coding,Tex14
1187907,ENSMUSG00000095969.1,snRNA,Rnu1a1
1187910,ENSMUSG00000096205.1,snRNA,Gm22068
1187913,ENSMUSG00000105025.1,snoRNA,Rnu3b1
1187916,ENSMUSG00000098943.1,snoRNA,Rnu3b1
1187919,ENSMUSG00000088184.1,snRNA,Gm23137
1187922,ENSMUSG00000104856.1,snoRNA,Rnu3b3
1187925,ENSMUSG00000099291.1,snoRNA,Rnu3b3
1187928,ENSMUSG00000098641.1,snoRNA,Rnu3b4
1187931,ENSMUSG00000104896.1,snoRNA,Rnu3b4
1187934,ENSMUSG00000083894.1,processed_pseudogene,Gm11489
1187938,ENSMUSG00000098925.1,snoRNA,Rnu3b2
1187941,ENSMUSG00000105115.1,snoRNA,Rnu3b2
1187944,ENSMUSG00000090107.1,protein_coding,Gm11492
1187954,ENSMUSG00000020486.18,protein_coding,Sept4
1188217,ENSMUSG00000018401.17,protein_coding,Mtmr4
1188390,ENSMUSG00000070345.3,protein_coding,Hsf5
1188408,ENSMUSG00000034177.15,protein_coding,Rnf43
1188524,ENSMUSG00000087792.1,snRNA,Gm25968
1188527,ENSMUSG00000085972.1,sense_intronic,1110028F11Rik
1188534,ENSMUSG00000020485.14,protein_coding,Supt4a
1188582,ENSMUSG00000084796.1,lincRNA,Mir142hg
1188586,ENSMUSG00000065420.2,miRNA,Mir142b
1188589,ENSMUSG00000105196.1,miRNA,Mir142
1188592,ENSMUSG00000034156.16,protein_coding,Tspoap1
1188820,ENSMUSG00000009350.13,protein_coding,Mpo
1188925,ENSMUSG00000085872.1,antisense,Gm11505
1188929,ENSMUSG00000009356.12,protein_coding,Lpo
1188977,ENSMUSG00000034121.12,protein_coding,Mks1
1189045,ENSMUSG00000052234.2,protein_coding,Epx
1189082,ENSMUSG00000093839.2,protein_coding,Olfr462
1189109,ENSMUSG00000093920.2,protein_coding,Olfr463
1189136,ENSMUSG00000060787.9,protein_coding,Olfr464
1189183,ENSMUSG00000083135.1,processed_pseudogene,Gm11504
1189186,ENSMUSG00000044639.3,processed_pseudogene,Gm11507
1189189,ENSMUSG00000020483.14,protein_coding,Dynll2
1189234,ENSMUSG00000086193.1,antisense,Gm11508
1189238,ENSMUSG00000096983.1,lincRNA,2010015M23Rik
1189242,ENSMUSG00000018379.17,protein_coding,Srsf1
1189310,ENSMUSG00000087373.7,lincRNA,Gm15892
1189322,ENSMUSG00000018377.10,protein_coding,Vezf1
1189353,ENSMUSG00000018378.13,protein_coding,Cuedc1
1189433,ENSMUSG00000023723.17,protein_coding,Mrps23
1189499,ENSMUSG00000108634.1,lincRNA,Gm38534
1189504,ENSMUSG00000034031.5,protein_coding,Ccdc182
1189512,ENSMUSG00000081304.1,processed_pseudogene,Gm11509
1189515,ENSMUSG00000069769.13,protein_coding,Msi2
1189639,ENSMUSG00000092985.1,miRNA,Mir378b
1189642,ENSMUSG00000085246.1,antisense,Gm15893
1189647,ENSMUSG00000084411.2,processed_pseudogene,Gm11510
1189651,ENSMUSG00000087574.1,lincRNA,C030037D09Rik
1189665,ENSMUSG00000085646.1,lincRNA,Gm11493
1189669,ENSMUSG00000018428.15,protein_coding,Akap1
1189801,ENSMUSG00000092399.1,antisense,4930556N13Rik
1189808,ENSMUSG00000065012.1,snRNA,Gm23507
1189811,ENSMUSG00000087338.2,antisense,Scpep1os
1189818,ENSMUSG00000000278.10,protein_coding,Scpep1
1189850,ENSMUSG00000057534.13,protein_coding,Elobl
1189874,ENSMUSG00000033983.13,protein_coding,Coil
1189924,ENSMUSG00000081766.3,transcribed_processed_pseudogene,2210409E12Rik
1189927,ENSMUSG00000085152.1,lincRNA,Gm11496
1189931,ENSMUSG00000000275.16,protein_coding,Trim25
1189991,ENSMUSG00000000276.11,protein_coding,Dgke
1190075,ENSMUSG00000063109.13,antisense,Dgkeos
1190092,ENSMUSG00000072553.10,protein_coding,Gm525
1190115,ENSMUSG00000088798.1,snRNA,Gm22534
1190118,ENSMUSG00000086919.1,lincRNA,Gm11497
1190122,ENSMUSG00000089485.1,misc_RNA,Gm24734
1190125,ENSMUSG00000048616.4,protein_coding,Nog
1190133,ENSMUSG00000085798.1,lincRNA,Gm2018
1190137,ENSMUSG00000047773.13,protein_coding,Ankfn1
1190281,ENSMUSG00000020553.8,protein_coding,Pctp
1190299,ENSMUSG00000069763.3,protein_coding,Tmem100
1190311,ENSMUSG00000085074.1,lincRNA,Gm11494
1190317,ENSMUSG00000077706.1,rRNA,n-R5s72
1190320,ENSMUSG00000110344.1,protein_coding,Gm45716
1190356,ENSMUSG00000109967.1,processed_transcript,Gm45883
1190374,ENSMUSG00000003948.17,protein_coding,Mmd
1190411,ENSMUSG00000003949.16,protein_coding,Hlf
1190449,ENSMUSG00000020546.14,protein_coding,Stxbp4
1190595,ENSMUSG00000083268.1,processed_pseudogene,Gm11511
1190598,ENSMUSG00000081043.1,processed_pseudogene,Gm11512
1190601,ENSMUSG00000020544.14,protein_coding,Cox11
1190626,ENSMUSG00000020541.12,protein_coding,Tom1l1
1190783,ENSMUSG00000088020.1,snoRNA,Gm22762
1190786,ENSMUSG00000085940.1,lincRNA,4930405D11Rik
1190798,ENSMUSG00000083764.1,processed_pseudogene,Gm11516
1190801,ENSMUSG00000046755.5,protein_coding,Kif2b
1190809,ENSMUSG00000081630.1,processed_pseudogene,Gm11498
1190812,ENSMUSG00000093113.1,miRNA,Gm22702
1190815,ENSMUSG00000081363.2,processed_pseudogene,Gm11500
1190819,ENSMUSG00000081141.1,processed_pseudogene,Gm11501
1190822,ENSMUSG00000087810.1,snoRNA,Gm25113
1190825,ENSMUSG00000056158.14,protein_coding,Car10
1190935,ENSMUSG00000064743.1,snRNA,Gm24856
1190938,ENSMUSG00000082453.1,processed_pseudogene,Gm11502
1190941,ENSMUSG00000080872.1,processed_pseudogene,Gm11506
1190944,ENSMUSG00000054079.12,protein_coding,Utp18
1190995,ENSMUSG00000059474.13,protein_coding,Mbtd1
1191239,ENSMUSG00000020857.11,protein_coding,Nme2
1191268,ENSMUSG00000091228.1,protein_coding,Gm20390
1191290,ENSMUSG00000037601.11,protein_coding,Nme1
1191330,ENSMUSG00000020859.16,protein_coding,Spag9
1191769,ENSMUSG00000081604.5,processed_pseudogene,Gm11518
1191772,ENSMUSG00000086003.7,processed_transcript,B230206L02Rik
1191788,ENSMUSG00000037573.5,protein_coding,Tob1
1191798,ENSMUSG00000044177.4,protein_coding,Wfikkn2
1191811,ENSMUSG00000094091.3,protein_coding,Gm21885
1191832,ENSMUSG00000020863.15,protein_coding,Luc7l3
1192003,ENSMUSG00000020864.13,protein_coding,Ankrd40
1192058,ENSMUSG00000020865.16,protein_coding,Abcc3
1192220,ENSMUSG00000020866.17,protein_coding,Cacna1g
1193093,ENSMUSG00000020867.13,protein_coding,Spata20
1193164,ENSMUSG00000010080.15,protein_coding,Epn3
1193205,ENSMUSG00000039110.14,protein_coding,Mycbpap
1193302,ENSMUSG00000039096.10,protein_coding,Rsad1
1193344,ENSMUSG00000076435.3,protein_coding,Acsf2
1193399,ENSMUSG00000039084.8,protein_coding,Chad
1193413,ENSMUSG00000082945.1,unprocessed_pseudogene,Gm11540
1193418,ENSMUSG00000020869.8,protein_coding,Lrrc59
1193443,ENSMUSG00000039055.4,protein_coding,Eme1
1193478,ENSMUSG00000024414.13,protein_coding,Mrpl27
1193507,ENSMUSG00000020868.15,protein_coding,Xylt2
1193585,ENSMUSG00000085051.1,processed_transcript,Gm11542
1193589,ENSMUSG00000056008.1,protein_coding,Gm11541
1193599,ENSMUSG00000020870.7,protein_coding,Cdc34b
1193613,ENSMUSG00000075611.5,unprocessed_pseudogene,Gm11545
1193618,ENSMUSG00000075610.9,protein_coding,Tmem92
1193664,ENSMUSG00000083227.1,unprocessed_pseudogene,Gm11546
1193669,ENSMUSG00000081478.1,unprocessed_pseudogene,AA623943
1193674,ENSMUSG00000081007.1,unprocessed_pseudogene,Gm11543
1193679,ENSMUSG00000081586.3,unprocessed_pseudogene,Gm11544
1193684,ENSMUSG00000043522.8,unprocessed_pseudogene,A430060F13Rik
1193689,ENSMUSG00000064512.1,snRNA,Gm22456
1193692,ENSMUSG00000001506.10,protein_coding,Col1a1
1193810,ENSMUSG00000089404.1,misc_RNA,Gm24877
1193813,ENSMUSG00000001508.15,protein_coding,Sgca
1193913,ENSMUSG00000038994.6,protein_coding,Hils1
1193921,ENSMUSG00000038976.12,protein_coding,Ppp1r9b
1193977,ENSMUSG00000047181.12,protein_coding,Samd14
1194021,ENSMUSG00000038967.13,protein_coding,Pdk2
1194067,ENSMUSG00000087630.1,antisense,Gm11513
1194072,ENSMUSG00000001507.16,protein_coding,Itga3
1194265,ENSMUSG00000001510.8,protein_coding,Dlx3
1194277,ENSMUSG00000020871.8,protein_coding,Dlx4
1194292,ENSMUSG00000086552.3,antisense,Dlx4os
1194297,ENSMUSG00000083548.1,processed_pseudogene,Gm11514
1194300,ENSMUSG00000085992.1,lincRNA,Gm11515
1194304,ENSMUSG00000020872.4,protein_coding,Tac4
1194318,ENSMUSG00000038909.16,protein_coding,Kat7
1194522,ENSMUSG00000085143.1,antisense,Gm11520
1194527,ENSMUSG00000085509.1,antisense,Gm11521
1194533,ENSMUSG00000038893.12,protein_coding,Fam117a
1194581,ENSMUSG00000101258.1,antisense,Gm29477
1194586,ENSMUSG00000020873.15,protein_coding,Slc35b1
1194652,ENSMUSG00000057522.15,protein_coding,Spop
1194737,ENSMUSG00000083208.1,processed_pseudogene,Gm11522
1194740,ENSMUSG00000046719.7,protein_coding,Nxph3
1194750,ENSMUSG00000000120.6,protein_coding,Ngfr
1194768,ENSMUSG00000084856.1,lincRNA,Gm11528
1194773,ENSMUSG00000038845.11,protein_coding,Phb
1194821,ENSMUSG00000097176.1,lincRNA,Gm26830
1194825,ENSMUSG00000045075.3,lincRNA,Gm9796
1194830,ENSMUSG00000086191.1,antisense,Zfp652os
1194834,ENSMUSG00000075595.9,protein_coding,Zfp652
1194903,ENSMUSG00000075596.2,protein_coding,B130006D01Rik
1194911,ENSMUSG00000082981.1,processed_pseudogene,Polr2k-ps
1194914,ENSMUSG00000050860.6,protein_coding,Phospho1
1194942,ENSMUSG00000018381.15,protein_coding,Abi3
1194989,ENSMUSG00000038811.13,protein_coding,Gngt2
1195075,ENSMUSG00000085578.1,lincRNA,Gm11527
1195079,ENSMUSG00000086015.1,processed_transcript,4833417C18Rik
1195083,ENSMUSG00000013418.8,protein_coding,B4galnt2
1195111,ENSMUSG00000086255.1,antisense,Gm11534
1195118,ENSMUSG00000088854.1,snRNA,Gm24725
