	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id	gene_type	gene_name	n_counts	DE
ENSMUSG00000113895.2	82.24741451042605	0.12569982253869127	0.19810578855769573	0.6345085797535028	0.5257489693344894	0.9999986590898096	ENSMUSG00000113895.2	lncRNA	Gm48383	493.12628	No
ENSMUSG00000021180.10	378.2216671979574	0.051559655705282384	0.11719743255327518	0.4399384404760282	0.6599816936269429	0.9999986590898096	ENSMUSG00000021180.10	protein_coding	Rps6ka5	2271.945	No
ENSMUSG00000113687.2	17.693576508429004	0.43941933638576797	0.39141025728861406	1.1226566708540637	0.2615833368398909	0.9999986590898096	ENSMUSG00000113687.2	TEC	Gm49703	106.92261	No
ENSMUSG00000113195.2	24.631289943785983	0.09375332936496729	0.3298628754427946	0.2842190993427696	0.7762424795999594	0.9999986590898096	ENSMUSG00000113195.2	TEC	Gm48586	147.5784	No
ENSMUSG00000113250.2	22.785959088423443	-0.05013925600583516	0.33901521083927083	-0.14789677395804662	0.8824242342173672	0.9999986590898096	ENSMUSG00000113250.2	TEC	Gm48585	137.15941	No
ENSMUSG00000113113.2	22.93996580701497	-0.11236753976171637	0.3419712281706954	-0.32858770126014214	0.7424673453148967	0.9999986590898096	ENSMUSG00000113113.2	processed_pseudogene	Gm2614	138.92975	No
ENSMUSG00000064572.3	29.951017900948216	0.05527168406427552	0.2998364302242701	0.1843394547584951	0.8537471638204861	0.9999986590898096	ENSMUSG00000064572.3	snRNA	Gm25801	180.4603	No
ENSMUSG00000021185.17	32.43797656701978	0.010745884729513619	0.2880903338443221	0.03730040014227088	0.9702454864488746	0.9999986590898096	ENSMUSG00000021185.17	protein_coding	Dglucy	194.82489	No
ENSMUSG00000120898.1	254.65253583685407	-0.11095005393034477	0.14384124562411957	-0.7713368543837225	0.44050729293695146	0.9999986590898096	ENSMUSG00000120898.1	lncRNA	ENSMUSG00000120898	1532.2518	No
ENSMUSG00000113159.2	140.19755551242474	0.13069865669769062	0.16450514350710946	0.7944958674926914	0.4269068137879828	0.9999986590898096	ENSMUSG00000113159.2	TEC	Gm48771	840.95105	No
ENSMUSG00000047415.13	11.47478719887804	-0.07033432757203642	0.46958882162147886	-0.14977853886975778	0.8809393418371667	0.9999986590898096	ENSMUSG00000047415.13	protein_coding	Gpr68	68.35023	No
ENSMUSG00000118530.2	0.8278999662907082	-0.5329755388328967	1.7744539217636122	-0.3003603149656192	0.7639023310065919		ENSMUSG00000118530.2	processed_pseudogene	Gm53034	4.710387	No
ENSMUSG00000021182.17	19.486136568167197	0.17886923133782118	0.36433699180630413	0.49094446998375363	0.6234657232310159	0.9999986590898096	ENSMUSG00000021182.17	protein_coding	Ccdc88c	116.013016	No
ENSMUSG00000113634.2	13.162752344314448	0.31086185438930186	0.44150038906124184	0.7041032399773973	0.481368482556891	0.9999986590898096	ENSMUSG00000113634.2	lncRNA	Gm36756	79.17601	No
ENSMUSG00000080575.4	168.05864800478477	0.19545368386508605	0.14863204706964608	1.3150171024254296	0.1885041547450379	0.9999986590898096	ENSMUSG00000080575.4	miRNA	Mir1190	1007.8353	No
ENSMUSG00000114113.2	60.60628942277358	0.11904420588190016	0.2191062895180986	0.5433171550836147	0.586911454699441	0.9999986590898096	ENSMUSG00000114113.2	lncRNA	Gm47639	364.5583	No
ENSMUSG00000041846.16	29.094211084691064	-0.12605245057365794	0.3027516515369522	-0.4163559469741577	0.677149559087016	0.9999986590898096	ENSMUSG00000041846.16	protein_coding	Ppp4r3a	173.7236	No
ENSMUSG00000097121.3	7.9811090392771575	-0.06490972247788844	0.5640101691376653	-0.11508608537525336	0.9083768888794773	0.9999986590898096	ENSMUSG00000097121.3	lncRNA	D130020L05Rik	48.561398	No
ENSMUSG00000121355.1	1.0034601245476262	1.0525305007920476	1.6232775062799603	0.648398377184512	0.5167273196727706		ENSMUSG00000121355.1	lncRNA	ENSMUSG00000121355	4.644683	No
ENSMUSG00000113817.3	26.760848913735856	-0.07100142650791365	0.32002395984014337	-0.22186284596747036	0.8244206543456176	0.9999986590898096	ENSMUSG00000113817.3	transcribed_unprocessed_pseudogene	Gm21056	160.54594	No
ENSMUSG00000092054.4	3.664321056420705	0.056376043086155056	0.8245338010423848	0.06837323468714543	0.9454885275828387	0.9999986590898096	ENSMUSG00000092054.4	transcribed_processed_pseudogene	Kif4-ps	22.925127	No
ENSMUSG00000098167.2	17.450800243456886	-0.1375155008398343	0.3839200508401193	-0.3581878584848948	0.7202027328127802	0.9999986590898096	ENSMUSG00000098167.2	processed_pseudogene	Gm18848	105.33989	No
ENSMUSG00000113134.4	14.923308842700868	-0.4636010013714761	0.41711761188156626	-1.111439527283993	0.26637920622441047	0.9999986590898096	ENSMUSG00000113134.4	transcribed_unprocessed_pseudogene	Gm18795	90.11981	No
ENSMUSG00000113178.2	41.739525003091885	-0.048019426591447555	0.2577724977936674	-0.18628607397009608	0.852220427680684	0.9999986590898096	ENSMUSG00000113178.2	processed_pseudogene	Mylf-ps	251.80232	No
ENSMUSG00000119861.1	1.8253992613370038	-0.20840708804403738	1.1643892521180457	-0.17898403619317252	0.8579502365547361		ENSMUSG00000119861.1	snRNA	Gm22749	10.8399105	No
ENSMUSG00000121356.1	0.17113110890217628	1.0171552421969516	3.8223430649379613	0.2661077838688089	0.7901562004142793		ENSMUSG00000121356.1	lncRNA	ENSMUSG00000121356	2.21666	No
ENSMUSG00000047014.8	2.3426386493843405	0.9033721826373909	1.0486044260887974	0.8614994941485131	0.3889629996480519		ENSMUSG00000047014.8	protein_coding	Catsperb	13.599709	No
ENSMUSG00002075596.1	2.832823342222117	0.2250552276543002	0.929755663353405	0.2420584638791875	0.8087348622486662	0.9999986590898096	ENSMUSG00002075596.1	miRNA	Gm54779	16.44611	No
ENSMUSG00000021187.15	21.443985954167914	-0.012442010709913402	0.3506420645018061	-0.03548350859612656	0.9716941963282737	0.9999986590898096	ENSMUSG00000021187.15	protein_coding	Tc2n	129.06976	No
ENSMUSG00000090152.2	52.227823386552814	0.45486869825032006	0.27139655767814425	1.6760297261756718	0.09373237014588114	0.9999986590898096	ENSMUSG00000090152.2	processed_pseudogene	Gm16285	312.59998	No
ENSMUSG00000021186.10	0.6715844855650549	1.5362600522379184	2.0650467394607444	0.7439347608369821	0.4569159444724511		ENSMUSG00000021186.10	protein_coding	Fbln5	5.092938	No
ENSMUSG00000021188.15	0.0						ENSMUSG00000021188.15	protein_coding	Trip11	1.041898	No
ENSMUSG00000093758.2	69.83858471723518	-0.4506599127508691	0.23561777568537942	-1.9126736573247154	0.05578984358841035	0.9999986590898096	ENSMUSG00000093758.2	processed_pseudogene	Gm20701	420.63477	No
ENSMUSG00000093437.2	79.00487775380233	0.20288800593968936	0.21381517210080844	0.948894336852919	0.3426743551332436	0.9999986590898096	ENSMUSG00000093437.2	processed_pseudogene	Gm20702	471.9145	No
ENSMUSG00000093579.2	9.775873528358241	-0.5909600759475006	0.5130458263100458	-1.1518660627215964	0.24937611581749708	0.9999986590898096	ENSMUSG00000093579.2	lncRNA	Gm20036	60.214703	No
ENSMUSG00000021189.12	9.792907853175628	-0.28947873141174557	0.5103434150781002	-0.567223408511003	0.5705624060653067	0.9999986590898096	ENSMUSG00000021189.12	protein_coding	Atxn3	58.727074	No
ENSMUSG00000113902.2	0.16324869659214353	-0.9064242293787023	3.8768062942881185	-0.2338069432858123	0.8151348590013769		ENSMUSG00000113902.2	protein_coding	Ndufb1	1.883229	No
ENSMUSG00000041781.10	29.553176240417027	-1.1559813186163959	0.31480376993305154	-3.672069489073257	0.0002405942371903074	0.054898449336031205	ENSMUSG00000041781.10	protein_coding	Cpsf2	178.43309	No
ENSMUSG00000090050.2	5.651436829892375	-0.11427383509815248	0.6670829059560617	-0.17130379759075892	0.8639848945569655	0.9999986590898096	ENSMUSG00000090050.2	lncRNA	Gm16339	33.299175	No
ENSMUSG00000041771.15	0.0						ENSMUSG00000041771.15	protein_coding	Slc24a4	1.013491	No
ENSMUSG00000064776.4	16.78472112209208	-0.08845107136819638	0.3952058815697245	-0.22381010883966648	0.8229050637719243	0.9999986590898096	ENSMUSG00000064776.4	snoRNA	Gm25203	100.35109	No
ENSMUSG00000044456.17	10.970149786259057	-0.20719882145933746	0.4838758118882795	-0.42820661080528843	0.6685007037128485	0.9999986590898096	ENSMUSG00000044456.17	protein_coding	Rin3	64.35941	No
ENSMUSG00000021190.15	32.12487166047327	-0.736957764968405	0.2966445088309049	-2.4843128493185436	0.012980171673406574	0.9814238677088118	ENSMUSG00000021190.15	protein_coding	Lgmn	194.90477	No
ENSMUSG00000113265.2	5.481547391684097	-0.03358790095905821	0.6808230545647278	-0.04933425907636463	0.9606529179526718	0.9999986590898096	ENSMUSG00000113265.2	lncRNA	Gm30198	32.692726	No
ENSMUSG00000021192.17	50.94665047226896	0.09365615367211327	0.23848922836522626	0.3927060115632842	0.6945366300787181	0.9999986590898096	ENSMUSG00000021192.17	protein_coding	Golga5	306.08826	No
ENSMUSG00000021194.7	6.9772599206891925	-0.22019822004164102	0.5976856915880626	-0.36841808853842567	0.7125615118312039	0.9999986590898096	ENSMUSG00000021194.7	protein_coding	Chga	40.89373	No
ENSMUSG00000057963.10	86.91038657009317	-0.1382295865683761	0.1911068096536031	-0.7233106283283608	0.469489064512046	0.9999986590898096	ENSMUSG00000057963.10	protein_coding	Itpk1	524.5441	No
ENSMUSG00000102953.2	97.83232250902223	0.05498572197206294	0.1812665638795937	0.30334177906404847	0.7616294100451055	0.9999986590898096	ENSMUSG00000102953.2	TEC	Gm37019	587.8915	No
ENSMUSG00000096751.4	7.824037951770669	0.11690847550398	0.5656830893626708	0.2066677928019652	0.8362693119680249	0.9999986590898096	ENSMUSG00000096751.4	lncRNA	Gm28373	46.469807	No
ENSMUSG00000089324.3	16.324285176293134	0.17338058845077514	0.39598311072186265	0.4378484429164383	0.6614961517071611	0.9999986590898096	ENSMUSG00000089324.3	miRNA	Mir1936	98.00757	No
ENSMUSG00000100006.2	0.660805208357757	-1.4255344260786154	2.0707492707823527	-0.6884147908162886	0.4911916122211327		ENSMUSG00000100006.2	lncRNA	Gm21971	4.8153143	No
ENSMUSG00000041716.8	23.452113975310798	-0.005983909952825139	0.33612505495711353	-0.01780262989793674	0.9857963067380587	0.9999986590898096	ENSMUSG00000041716.8	protein_coding	Gm20604	140.86559	No
ENSMUSG00000046675.8	33.482429808830794	0.21338545599795378	0.284711407493121	0.7494798254724284	0.45356805390223476	0.9999986590898096	ENSMUSG00000046675.8	protein_coding	Tmem251	201.31903	No
ENSMUSG00000091931.6	1.8293632176744907	-0.2063372721176137	1.1552352545544287	-0.1786106087951735	0.8582434638333578		ENSMUSG00000091931.6	protein_coding	Gon7	10.470047	No
ENSMUSG00000041712.8	0.16324869659214353	-0.9064242293787023	3.8768062942881185	-0.2338069432858123	0.8151348590013769		ENSMUSG00000041712.8	protein_coding	Ubr7	1.277513	No
ENSMUSG00000114106.2	74.35644599672642	0.00993030884452098	0.2006303512135637	0.049495546334116354	0.9605243863621471	0.9999986590898096	ENSMUSG00000114106.2	processed_pseudogene	Gm47042	447.60532	No
ENSMUSG00000041702.8	0.6670110512577249	0.056070559018496724	1.997177092541931	0.028074905939929565	0.9776024083414215		ENSMUSG00000041702.8	protein_coding	Btbd7	5.0564594	No
ENSMUSG00000113907.2	11.614362572895063	-0.4441325888849125	0.47095680180990923	-0.9430431563533853	0.34565882907760603	0.9999986590898096	ENSMUSG00000113907.2	lncRNA	Gm47167	71.83116	No
ENSMUSG00000114184.2	4.322939101986201	-0.1663427363687335	0.7593609623706238	-0.21905621254144225	0.826606259675724	0.9999986590898096	ENSMUSG00000114184.2	processed_pseudogene	Gm7143	25.716433	No
ENSMUSG00000043319.6	7.4358433782768785	-0.9455030239343234	0.6064999558780428	-1.5589498643334583	0.11900824690582201	0.9999986590898096	ENSMUSG00000043319.6	protein_coding	Cox8c	44.977528	No
ENSMUSG00002075557.1	34.4068219389556	-0.07102538776075981	0.2883848103105107	-0.2462868543051387	0.80546018534202	0.9999986590898096	ENSMUSG00002075557.1	misc_RNA	Gm54857	207.3814	No
ENSMUSG00000041669.16	64.85808039986658	-0.01898271999460376	0.2156091625044634	-0.08804226951259918	0.9298430803499234	0.9999986590898096	ENSMUSG00000041669.16	protein_coding	Prima1	390.3818	No
ENSMUSG00000096753.8	15.614963859040467	-0.12939146273181257	0.41494237157686753	-0.3118299590376804	0.7551697544669452	0.9999986590898096	ENSMUSG00000096753.8	protein_coding	Fam181a	92.98758	No
ENSMUSG00000100789.7	135.59828259692372	-0.004403397375487559	0.1692135318969279	-0.026022725996699702	0.9792392118632711	0.9999986590898096	ENSMUSG00000100789.7	lncRNA	Gm29508	814.817	No
ENSMUSG00000021200.15	18.426502829297565	-0.33721328296159125	0.393432106182538	-0.8571066714243619	0.3913859344972609	0.9999986590898096	ENSMUSG00000021200.15	protein_coding	Asb2	111.37774	No
ENSMUSG00000090185.2	8.977460029157102	-0.15783649964693683	0.5312360201167364	-0.2971118178549961	0.7663811422058198	0.9999986590898096	ENSMUSG00000090185.2	lncRNA	Gm15523	53.518475	No
ENSMUSG00000110677.2	24.4598836980406	0.035958035998495244	0.32874225446117283	0.1093806333397345	0.9129005939311576	0.9999986590898096	ENSMUSG00000110677.2	unitary_pseudogene	Gm45777	147.3643	No
ENSMUSG00000021203.16	136.5539211775842	0.15402977317528532	0.1601638075346359	0.9617014951519302	0.3361995711036102	0.9999986590898096	ENSMUSG00000021203.16	protein_coding	Otub2	818.33527	No
ENSMUSG00000055271.6	1.6710541638192853	0.6399366081189475	1.2217987422472767	0.523765973880363	0.6004413223194778		ENSMUSG00000055271.6	TEC	9330161L09Rik	9.966949	No
ENSMUSG00000041645.15	179.75022574990717	0.09776813871620585	0.14569531706225228	0.6710451693820176	0.5021917549431081	0.9999986590898096	ENSMUSG00000041645.15	protein_coding	Ddx24	1080.6301	No
ENSMUSG00000113328.2	45.61305567906285	0.07653486041423867	0.24726275415425986	0.3095284636621448	0.7569195636377216	0.9999986590898096	ENSMUSG00000113328.2	TEC	Gm47260	273.91376	No
ENSMUSG00000064215.14	7.968019589531708	-0.3078365087834275	0.563812280543191	-0.5459911381973626	0.5850720287632063	0.9999986590898096	ENSMUSG00000064215.14	protein_coding	Ifi27	47.03279	No
ENSMUSG00000021208.10	68.77775557152951	0.1602645118768665	0.2077345044661184	0.7714872032874333	0.44041820454849023	0.9999986590898096	ENSMUSG00000021208.10	protein_coding	Ifi27l2b	412.53537	No
ENSMUSG00000113383.2	4.655934812320811	0.05429369881750811	0.7309823853460713	0.07427497557523727	0.9407915886171316	0.9999986590898096	ENSMUSG00000113383.2	lncRNA	Gm47267	27.30885	No
ENSMUSG00000021209.13	146.6291843918624	0.23302222728810082	0.1596716475246442	1.4593838724695032	0.14445948233098338	0.9999986590898096	ENSMUSG00000021209.13	protein_coding	Ppp4r4	879.3522	No
ENSMUSG00000061947.11	0.8294321507481849	-0.5317580665074553	1.7735683010837224	-0.299823844496166	0.7643115262974658		ENSMUSG00000061947.11	protein_coding	Serpina10	5.644074	No
ENSMUSG00000060807.8	304.0722541558685	-0.1420163421420921	0.15902741761765796	-0.8930305495089862	0.3718408129969929	0.9999986590898096	ENSMUSG00000060807.8	protein_coding	Serpina6	1827.737	No
ENSMUSG00000071179.9	4.987807151269091	-0.1361333782488501	0.7091994281354875	-0.19195359280921867	0.8477785569270013	0.9999986590898096	ENSMUSG00000071179.9	protein_coding	Serpina16	30.600508	No
ENSMUSG00000021081.13	129.03783806018458	-0.07858812374695835	0.16280520418811867	-0.4827126020870383	0.6292998140129589	0.9999986590898096	ENSMUSG00000021081.13	protein_coding	Serpina1f	774.4601	No
ENSMUSG00000090478.2	10.637351036477963	-0.1250792391934178	0.4907043470771572	-0.25489735303639083	0.7988023807301234	0.9999986590898096	ENSMUSG00000090478.2	unprocessed_pseudogene	Gm5656	65.02751	No
ENSMUSG00000091355.2	37.9497409530224	0.08083183409981956	0.270587875868835	0.29872674021434004	0.7651485524102419	0.9999986590898096	ENSMUSG00000091355.2	unprocessed_pseudogene	Gm17142	229.04263	No
ENSMUSG00000071177.5	15.25851624529687	-0.4517899747949739	0.41171141616389234	-1.09734624073462	0.2724900642741097	0.9999986590898096	ENSMUSG00000071177.5	protein_coding	Serpina1d	92.06218	No
ENSMUSG00000090555.2	52.78093825623083	-0.32839781206025165	0.23485670612038978	-1.3982901211767476	0.1620259632108566	0.9999986590898096	ENSMUSG00000090555.2	unprocessed_pseudogene	Gm8893	318.4875	No
ENSMUSG00000091902.2	11.747976713099872	-0.9137580376736243	0.48045038769233744	-1.9018780316996247	0.057187101805311114	0.9999986590898096	ENSMUSG00000091902.2	unprocessed_pseudogene	Gm6918	71.175156	No
ENSMUSG00000066366.15	26.631949292756676	0.1272474489561251	0.31540256244240134	0.40344456294442116	0.6866212094432308	0.9999986590898096	ENSMUSG00000066366.15	protein_coding	Serpina1a	160.6042	No
ENSMUSG00000091307.2	0.16767774594688545	1.0171552173071963	3.845692565827099	0.26449207779780887	0.7914007685320619		ENSMUSG00000091307.2	unprocessed_pseudogene	Gm8895	1.1582961	No
ENSMUSG00000079015.3	36.474942191411756	0.12184804278133524	0.2758036122824399	0.44179277339034756	0.6586391684423459	0.9999986590898096	ENSMUSG00000079015.3	protein_coding	Serpina1c	218.63617	No
ENSMUSG00000092040.2	2.3304715726721534	0.056681171630397854	1.0314530456969393	0.05495274057007523	0.9561761144231707		ENSMUSG00000092040.2	unprocessed_pseudogene	Gm17198	14.21554	No
ENSMUSG00000072849.11	15.078916436036435	-0.6222946705870734	0.41897318320839994	-1.485285205658473	0.13746828919888707	0.9999986590898096	ENSMUSG00000072849.11	protein_coding	Serpina1e	91.0282	No
ENSMUSG00000063232.17	56.03529099025945	-0.05586658384187555	0.22828076304311276	-0.24472751491252323	0.8066674219208925	0.9999986590898096	ENSMUSG00000063232.17	protein_coding	Serpina11	337.45923	No
ENSMUSG00000093753.2	0.6681046326538554	0.05808292175724651	1.937646626588039	0.029976013665362452	0.976086182894424		ENSMUSG00000093753.2	lncRNA	Gm28577	4.6558185	No
ENSMUSG00000058260.3	706.6517003928051	0.1089934081160465	0.10980749150147757	0.9925862673457019	0.3209116198058377	0.9999986590898096	ENSMUSG00000058260.3	protein_coding	Serpina9	4244.9517	No
ENSMUSG00000120841.1	39.58641135311768	-0.01744632147225517	0.2647420847249583	-0.06589931287418935	0.9474579876425956	0.9999986590898096	ENSMUSG00000120841.1	lncRNA	ENSMUSG00000120841	238.64104	No
ENSMUSG00000092075.2	8.14301954538542	-0.1216928453008258	0.5533802254506363	-0.21990819278322998	0.8259426555761371	0.9999986590898096	ENSMUSG00000092075.2	unprocessed_pseudogene	Serpina4-ps1	49.97598	No
ENSMUSG00000041550.5	10.150984171166684	0.10266893700293481	0.49913811733522473	0.20569243950163318	0.8370311646863221	0.9999986590898096	ENSMUSG00000041550.5	protein_coding	Serpina5	61.4478	No
ENSMUSG00000041536.14	7.633662569648116	-0.32326804429007316	0.573884266869643	-0.5632983215473009	0.5732317608648901	0.9999986590898096	ENSMUSG00000041536.14	protein_coding	Serpina3a	45.762108	No
ENSMUSG00000066361.4	6.990153966057014	0.055259172796807574	0.5962705505052007	0.09267466379144211	0.9261620257338611	0.9999986590898096	ENSMUSG00000066361.4	protein_coding	Serpina3c	41.847218	No
ENSMUSG00000091573.2	14.947737772056819	-0.20229240613146152	0.4137431438944901	-0.488932346352182	0.6248895944812045	0.9999986590898096	ENSMUSG00000091573.2	unprocessed_pseudogene	Serpina3d-ps	90.42339	No
ENSMUSG00000066363.13	16.12709784419158	-0.03401984235336502	0.4014783318472836	-0.08473643445919682	0.9324709296115318	0.9999986590898096	ENSMUSG00000066363.13	protein_coding	Serpina3f	96.65085	No
ENSMUSG00000101862.2	566.9707009283819	-0.026807899051535737	0.1083280709966155	-0.24746955064281814	0.8045448538263416	0.9999986590898096	ENSMUSG00000101862.2	processed_pseudogene	Gm8918	3409.7969	No
ENSMUSG00000041481.18	2.8372523915768593	0.5689216781286263	0.9384933962597315	0.606207438854663	0.5443770136890935	0.9999986590898096	ENSMUSG00000041481.18	protein_coding	Serpina3g	17.062532	No
ENSMUSG00000121484.1	74.88407377831045	0.05542338973110672	0.20002691605419506	0.27707965919991673	0.7817189401961799	0.9999986590898096	ENSMUSG00000121484.1	lncRNA	Serpina3h	449.29477	No
ENSMUSG00000079014.5	9.800743208944832	-0.2879083163215848	0.5257570917492957	-0.5476071000082149	0.5839617132060189	0.9999986590898096	ENSMUSG00000079014.5	protein_coding	Serpina3i	60.348602	No
ENSMUSG00000079013.3	1.9773580873396535	-1.5293538319050768	1.2108123155367196	-1.2630808361303762	0.2065601303367185		ENSMUSG00000079013.3	protein_coding	Serpina3j	13.234844	No
ENSMUSG00000058207.7	33.78343662942249	0.09746832208977053	0.28401173112418626	0.34318414138728576	0.7314599343769348	0.9999986590898096	ENSMUSG00000058207.7	protein_coding	Serpina3k	201.9125	No
ENSMUSG00000079012.12	7.464135635524268	-0.39743685230238135	0.580544580620117	-0.6845931657442283	0.4936006808535003	0.9999986590898096	ENSMUSG00000079012.12	protein_coding	Serpina3m	45.392185	No
ENSMUSG00000091157.2	7122.85777404622	-0.059635416139852744	0.15190676792994054	-0.3925790598570079	0.6946304081751253	0.9999986590898096	ENSMUSG00000091157.2	unprocessed_pseudogene	Serpina3l-ps	42809.47	No
ENSMUSG00000021091.9	28.937532291259206	-0.04438619321396857	0.3034047408122127	-0.1462936706102449	0.8836895622253584	0.9999986590898096	ENSMUSG00000021091.9	protein_coding	Serpina3n	174.29512	No
ENSMUSG00000077398.3	15.299027002992375	-0.06990522355441953	0.41103047288861944	-0.1700730923017534	0.864952654441358	0.9999986590898096	ENSMUSG00000077398.3	snoRNA	Gm24334	92.4872	No
ENSMUSG00000021095.6	0.3388088548490617	1.9119221433933105	2.9520016185925213	0.6476697476557929	0.517198574967064		ENSMUSG00000021095.6	protein_coding	Gsc	2.774987	No
ENSMUSG00000120051.1	0.8235433115677043	-1.8399621066164158	1.9541846288164293	-0.9415497796289629	0.3464231917762792		ENSMUSG00000120051.1	lncRNA	ENSMUSG00000120051	5.542521	No
ENSMUSG00000021097.16	4.31121433268054	-0.3935876834811813	0.7637843768143042	-0.5153125612791536	0.6063346226366391	0.9999986590898096	ENSMUSG00000021097.16	protein_coding	Clmn	26.270348	No
ENSMUSG00000021101.3	1.1696515907128646	0.4718705482378678	1.4472589145643653	0.3260443197061971	0.7443908233759451		ENSMUSG00000021101.3	lncRNA	4930408O17Rik	7.4844885	No
ENSMUSG00000100975.3	45.61670559826078	0.11842704372006303	0.24960378044661027	0.4744601364136563	0.6351718183414226	0.9999986590898096	ENSMUSG00000100975.3	lncRNA	Gm28875	274.35803	No
ENSMUSG00000054150.13	0.5015469580590091	0.9503284964984974	2.3146739700812016	0.410566891399033	0.6813901451508059		ENSMUSG00000054150.13	protein_coding	Syne3	2.773867	No
ENSMUSG00000113995.2	10.626575463615845	-0.21682978551256699	0.4906516408628659	-0.44192206334263456	0.6585456042984609	0.9999986590898096	ENSMUSG00000113995.2	lncRNA	Gm47648	63.482113	No
ENSMUSG00000113722.3	2.318598714068725	-0.7912478269367222	1.055227566375242	-0.7498361985127976	0.45335336433186935		ENSMUSG00000113722.3	lncRNA	Snhg10	14.851914	No
ENSMUSG00000021102.5	15.27241287133094	-0.19715290291117452	0.4146903092788343	-0.4754220161402675	0.6344862052080897	0.9999986590898096	ENSMUSG00000021102.5	protein_coding	Glrx5	92.181595	No
ENSMUSG00000113051.2	7.296313504624794	-0.4754492797300507	0.5894291603568569	-0.8066266681516069	0.41988160453957624	0.9999986590898096	ENSMUSG00000113051.2	processed_pseudogene	Gm47672	43.31953	No
ENSMUSG00000060863.13	1.322586103114965	-0.6841458202923516	1.3994820287235294	-0.48885645278086387	0.6249433277189061		ENSMUSG00000060863.13	protein_coding	Tcl1b2	8.019238	No
ENSMUSG00000066359.7	41.313264860527006	0.2186121539244431	0.2750018347733173	0.7949479831821633	0.42664376085654343	0.9999986590898096	ENSMUSG00000066359.7	protein_coding	Tcl1b1	247.72478	No
ENSMUSG00000000701.9	7.29640868486726	-0.47421441705438044	0.59720788832033	-0.7940525005256153	0.4271648682613959	0.9999986590898096	ENSMUSG00000000701.9	protein_coding	Tcl1b5	44.305225	No
ENSMUSG00000068940.8	37.24422012588908	-0.022503289868855313	0.27103785845115197	-0.0830263712879468	0.933830570746493	0.9999986590898096	ENSMUSG00000068940.8	protein_coding	Tcl1b3	223.44377	No
ENSMUSG00000079007.5	0.6720950789472511	1.536260035555795	2.0647799338759643	0.7440308821056576	0.4568577922534891		ENSMUSG00000079007.5	protein_coding	Tcl1b4	3.327974	No
ENSMUSG00000041359.15	1.006913487502917	1.0562637688955734	1.6222936744400063	0.6510928234126175	0.5149865688943231		ENSMUSG00000041359.15	protein_coding	Tcl1	6.355383	No
ENSMUSG00000097929.10	17.956311562164274	-0.10494061448122599	0.3799694520970181	-0.2761817138248034	0.7824085014869685	0.9999986590898096	ENSMUSG00000097929.10	protein_coding	Tunar	108.0427	No
ENSMUSG00000114181.2	10.331170527014374	0.24249060250463814	0.5191711584486587	0.4670725608664916	0.640447964878992	0.9999986590898096	ENSMUSG00000114181.2	lncRNA	Gm46376	61.64081	No
ENSMUSG00000094910.2	0.6671554362103129	0.05995672250808497	1.9383684476825611	0.03093154068813229	0.9753241361199377		ENSMUSG00000094910.2	protein_coding	D430019H16Rik	3.6904793	No
ENSMUSG00000113535.3	0.9985204818106882	0.05535241102934575	1.5467040514720998	0.03578733176308889	0.9714519343860976		ENSMUSG00000113535.3	lncRNA	AU015791	5.313065	No
ENSMUSG00000113479.2	177.00250338121768	0.12872805942320936	0.14599634509836237	0.8817211097749137	0.37792764247317656	0.9999986590898096	ENSMUSG00000113479.2	lncRNA	Gm47796	1062.5806	No
ENSMUSG00000021070.7	4.352135055312191	0.9727638222709132	0.7838103137750544	1.2410704543881348	0.21457972303467032	0.9999986590898096	ENSMUSG00000021070.7	protein_coding	Bdkrb2	26.597818	No
ENSMUSG00000041347.6	24.300938676259637	0.016332904325391064	0.3316891762526592	0.04924159573102777	0.9607267628550427	0.9999986590898096	ENSMUSG00000041347.6	protein_coding	Bdkrb1	146.0298	No
ENSMUSG00000041341.11	105.62207205116734	-0.20897631743725925	0.19742411514567956	-1.0585146464151824	0.2898208769986259	0.9999986590898096	ENSMUSG00000041341.11	protein_coding	Atg2b	636.0214	No
ENSMUSG00002076634.1	10.337198232087344	0.24240530090127319	0.49776864811626964	0.48698386653844006	0.6262697641718619	0.9999986590898096	ENSMUSG00002076634.1	rRNA	Gm54966	62.01612	No
ENSMUSG00000044715.8	118.97931515061617	0.003192525250642203	0.16963439393724514	0.01882003511518573	0.9849846709422713	0.9999986590898096	ENSMUSG00000044715.8	protein_coding	Gskip	714.6876	No
ENSMUSG00000041323.7	14.332961843489372	0.25740119497021136	0.4323191630620884	0.5953962187265897	0.5515786524948645	0.9999986590898096	ENSMUSG00000041323.7	protein_coding	Ak7	85.46617	No
ENSMUSG00000021111.16	22.277672575017167	-0.07408622977381729	0.3419999281732417	-0.2166264483432539	0.8284994723341292	0.9999986590898096	ENSMUSG00000021111.16	protein_coding	Papola	133.41327	No
ENSMUSG00000113537.2	10.96138842396793	-0.20761599340087583	0.483100779831021	-0.4297571067334972	0.6673723375853982	0.9999986590898096	ENSMUSG00000113537.2	lncRNA	Gm48807	66.255684	No
ENSMUSG00002076716.1	44.307767995429465	0.14265598985691177	0.25245878675782074	0.5650664478307865	0.5720285688159441	0.9999986590898096	ENSMUSG00002076716.1	miRNA	Gm54999	266.03632	No
